contribution_id,donor_id,gift_date,gift_amount,online_order_id,online_reference_line_item_id
49099235,255295004,2021-02-27,20,PP261519200151,377747693
49098094,261642282,2021-02-27,20,PP261519198971,377732570
49100139,266293606,2021-02-27,20,PP261519200603,377753373
49098037,257629038,2021-02-27,20,PP261519198916,377731878
49098856,266293030,2021-02-27,20,PP261519199799,377743147
49098950,263529754,2021-02-27,20,PP261519199915,377744684
49098396,266292812,2021-02-27,20,PP261519199297,377736722
49099684,243127014,2021-02-27,20,PP261519200376,377750528
49097618,254761042,2021-02-27,20,PP261519198427,377725539
49097613,255800382,2021-02-27,20,PP261519198418,377725446
49098399,266292814,2021-02-27,20,PP261519199302,377736774
49098064,266292692,2021-02-27,20,PP261519198947,377732256
49100810,252129884,2021-02-27,20,PP261519201057,377759081
49098953,257014106,2021-02-27,20,PP261519199952,377745141
49098076,264355344,2021-02-27,20,PP261519198955,377732373
49097754,255803948,2021-02-27,20,PP261519198580,377727461
49097594,256691266,2021-02-27,20,PP261519198401,377725260
49097910,262151188,2021-02-27,20,PP261519198785,377730150
49098420,266292828,2021-02-27,20,PP261519199329,377737137
49097676,245784066,2021-02-27,20,PP261519198455,377725903
49098597,256157190,2021-02-27,20,PP261519199497,377739222
49098141,266292714,2021-02-27,20,PP261519199007,377733044
49099102,262202936,2021-02-27,20,PP261519200046,377746405
49098730,256858996,2021-02-27,20,PP261519199661,377741332
49100380,256014552,2021-02-27,20,PP261519200766,377755393
49097506,262249888,2021-02-27,20,PP261519198322,377724228
49098867,266293040,2021-02-27,20,PP261519199835,377743635
49097427,245474666,2021-02-27,20,PP261519198243,377723196
49097706,266292550,2021-02-27,20,PP261519198518,377726686
49099185,266293210,2021-02-27,20,PP261519200101,377747053
49098220,256692306,2021-02-27,20,PP261519199147,377734827
49098508,253237410,2021-02-27,20,PP261519199406,377738091
49098313,266292772,2021-02-27,20,PP261519199209,377735640
49097616,254722912,2021-02-27,20,PP261519198426,377725530
49097481,244893834,2021-02-27,20,PP261519198290,377723821
49097973,266292658,2021-02-27,20,PP261519198830,377730753
49098996,266293106,2021-02-27,20,PP261519199978,377745484
49098692,266292942,2021-02-27,20,PP261519199602,377740598
49097574,257454570,2021-02-27,20,PP261519198381,377724993
49098981,262228362,2021-02-27,20,PP261519199966,377745309
49097781,257191048,2021-02-27,20,PP261519198613,377727903
49099883,256250880,2021-02-27,20,PP261519200470,377751689
49098585,249703992,2021-02-27,20,PP261519199485,377739073
49097414,255522416,2021-02-27,20,PP261519198233,377723062
49097911,266292644,2021-02-27,20,PP261519198804,377730417
49099784,256770218,2021-02-27,20,PP261519200419,377751064
49097474,254864518,2021-02-27,20,PP261519198284,377723747
49098292,255943316,2021-02-27,20,PP261519199203,377735566
49097452,260685776,2021-02-27,20,PP261519198269,377723552
49097535,266292488,2021-02-27,20,PP261519198338,377724433
49098435,241764402,2021-02-27,20,PP261519199339,377737266
49097808,256196226,2021-02-27,20,PP261519198645,377728331
49098101,266292704,2021-02-27,20,PP261519198979,377732678
49098049,262247588,2021-02-27,20,PP261519198933,377732076
49099070,250486602,2021-02-27,20,PP261519200030,377746160
49098817,266293006,2021-02-27,20,PP261519199743,377742431
49097778,260708324,2021-02-27,20,PP261519198610,377727872
49100765,266293846,2021-02-27,20,PP261519201019,377758609
49097520,255523426,2021-02-27,20,PP261519198330,377724329
49098416,266292826,2021-02-27,20,PP261519199323,377737054
49097657,266292528,2021-02-27,20,PP261519198462,377725995
49098096,260268702,2021-02-27,20,PP261519198958,377732400
49097552,256815590,2021-02-27,20,PP261519198358,377724702
49098517,259230052,2021-02-27,20,PP261519199417,377738236
49098229,266292742,2021-02-27,20,PP261519199155,377734928
49098360,251165040,2021-02-27,20,PP261519199260,377736257
49099598,244691360,2021-02-27,20,PP261519200314,377749727
49098473,257017272,2021-02-27,20,PP261519199379,377737753
49098083,257359106,2021-02-27,20,PP261519198961,377732445
49098451,266212674,2021-02-27,20,PP261519199355,377737469
49098100,256450142,2021-02-27,20,PP261519198977,377732653
49097562,266292502,2021-02-27,20,PP261519198361,377724742
49100747,266293840,2021-02-27,20,PP261519201008,377758460
49098809,254839632,2021-02-27,20,PP261519199757,377742579
49097370,254914758,2021-02-27,20,PP261519198190,377722468
49098816,250197920,2021-02-27,20,PP261519199766,377742704
49099976,254494612,2021-02-27,20,PP261519200524,377752369
49098056,247625878,2021-02-27,20,PP261519198911,377731818
49098176,266292732,2021-02-27,20,PP261519199069,377733859
49097331,257240030,2021-02-27,20,PP261519198146,377721932
49099950,258251654,2021-02-27,20,PP261519200510,377752175
49100479,256332726,2021-02-27,20,PP261519200824,377756173
49100429,266293744,2021-02-27,20,PP261519200790,377755733
49098561,262217520,2021-02-27,20,PP261519199465,377738818
49097917,255945260,2021-02-27,20,PP261519198789,377730219
49099917,266265450,2021-02-27,20,PP261519200492,377751958
49097948,256470306,2021-02-27,20,PP261519198831,377730767
49100234,262159172,2021-02-27,20,PP261519200680,377754311
49097453,252746322,2021-02-27,20,PP261519198271,377723572
49097256,247071264,2021-02-27,20,PP261519198063,377720849
49100563,257104602,2021-02-27,20,PP261519200875,377756819
49098032,258317926,2021-02-27,20,PP261519198917,377731885
49100721,266293824,2021-02-27,20,PP261519200985,377758188
49098831,251749356,2021-02-27,20,PP261519199781,377742891
49098165,247052780,2021-02-27,20,PP261519199057,377733702
49099103,256016516,2021-02-27,20,PP261519200046,377746394
49097938,253762446,2021-02-27,20,PP261519198822,377730636
49098120,255043522,2021-02-27,20,PP261519199009,377733063
49098444,266292840,2021-02-27,20,PP261519199327,377737108
49098652,244383266,2021-02-27,20,PP261519199556,377740024
49097418,266292442,2021-02-27,20,PP261519198236,377723095
49099058,241165326,2021-02-27,20,PP261519200023,377746076
49098359,257417834,2021-02-27,20,PP261519199261,377736274
49098270,254006418,2021-02-27,20,PP261519199187,377735353
49099591,256528542,2021-02-27,20,PP261519200323,377749840
49097186,244125078,2021-02-27,20,PP261519197977,377719765
49097658,266292530,2021-02-27,20,PP261519198467,377726066
49098829,266293016,2021-02-27,20,PP261519199779,377742871
49100707,245400882,2021-02-27,20,PP261519200975,377758052
49097465,241132224,2021-02-27,20,PP261519198278,377723673
49098785,261252866,2021-02-27,20,PP261519199722,377742126
49100357,266198094,2021-02-27,20,PP261519200754,377755245
49097557,262711118,2021-02-27,20,PP261519198361,377724739
49098657,262155510,2021-02-27,20,PP261519199569,377740183
49097700,266292546,2021-02-27,20,PP261519198512,377726620
49097428,263486854,2021-02-27,20,PP261519198247,377723253
49098476,246329936,2021-02-27,20,PP261519199359,377737515
49100058,258877672,2021-02-27,20,PP261519200588,377753173
49100431,266257670,2021-02-27,20,PP261519200779,377755581
49098095,251265476,2021-02-27,20,PP261519198974,377732614
49097768,257401394,2021-02-27,20,PP261519198600,377727742
49098203,262244946,2021-02-27,20,PP261519199104,377734295
49100404,258018828,2021-02-27,20,PP261519200774,377755500
49098445,266292842,2021-02-27,20,PP261519199350,377737413
49098610,263256284,2021-02-27,20,PP261519199516,377739480
49100581,255618522,2021-02-27,20,PP261519200888,377756980
49098774,256860168,2021-02-27,20,PP261519199709,377741958
49098567,255349322,2021-02-27,20,PP261519199474,377738914
49098136,266292712,2021-02-27,20,PP261519199028,377733311
49098023,266272906,2021-02-27,20,PP261519198910,377731794
49098825,266293008,2021-02-27,20,PP261519199775,377742818
49097221,266292348,2021-02-27,20,PP261519198018,377720281
49098014,262152566,2021-02-27,20,PP261519198896,377731618
49098182,257321280,2021-02-27,20,PP261519199074,377733922
49098041,266292680,2021-02-27,20,PP261519198924,377731964
49097586,255363190,2021-02-27,20,PP261519198392,377725137
49099029,257412056,2021-02-27,20,PP261519200005,377745833
49097415,242521990,2021-02-27,20,PP261519198235,377723091
49098584,266292894,2021-02-27,20,PP261519199487,377739084
49098724,266292946,2021-02-27,20,PP261519199652,377741222
49098813,266293000,2021-02-27,20,PP261519199760,377742621
49097205,266292340,2021-02-27,20,PP261519197978,377719779
49097177,266292328,2021-02-27,20,PP261519197962,377719580
49097645,246984832,2021-02-27,20,PP261519198447,377725793
49097537,253807976,2021-02-27,20,PP261519198342,377724500
49098071,243103340,2021-02-27,20,PP261519198954,377732357
49099250,266293244,2021-02-27,20,PP261519200143,377747597
49098530,253368832,2021-02-27,20,PP261519199433,377738431
49100668,266293812,2021-02-27,20,PP261519200943,377757670
49097709,250595488,2021-02-27,20,PP261519198494,377726389
49097536,257427266,2021-02-27,20,PP261519198342,377724505
49098619,255363088,2021-02-27,20,PP261519199523,377739573
49098525,262094760,2021-02-27,20,PP261519199407,377738116
49100397,255876346,2021-02-27,20,PP261519200771,377755458
49097296,266292394,2021-02-27,20,PP261519198109,377721443
49098405,266292818,2021-02-27,20,PP261519199310,377736887
49097200,244416316,2021-02-27,20,PP261519197991,377719942
49097847,266237094,2021-02-27,20,PP261519198684,377728827
49098507,266292862,2021-02-27,20,PP261519199424,377738322
49098913,253637154,2021-02-27,20,PP261519199895,377744441
49098345,266290948,2021-02-27,20,PP261519199245,377736077
49098609,256075200,2021-02-27,20,PP261519199514,377739461
49099096,266293172,2021-02-27,20,PP261519200045,377746384
49098283,266292760,2021-02-27,20,PP261519199196,377735475
49100652,251511702,2021-02-27,20,PP261519200933,377757546
49098687,253596292,2021-02-27,20,PP261519199630,377740951
49097860,250342582,2021-02-27,20,PP261519198707,377729120
49097622,266292516,2021-02-27,20,PP261519198452,377725862
49098690,256191036,2021-02-27,20,PP261519199619,377740804
49097821,257539828,2021-02-27,20,PP261519198661,377728528
49097482,266292464,2021-02-27,20,PP261519198291,377723838
49098701,266292946,2021-02-27,20,PP261519199630,377740942
49098031,255874732,2021-02-27,20,PP261519198914,377731852
49098133,255898888,2021-02-27,20,PP261519199017,377733169
49098262,262198712,2021-02-27,20,PP261519199175,377735197
49098961,247580100,2021-02-27,20,PP261519199929,377744848
49097954,262239248,2021-02-27,20,PP261519198853,377731065
49097486,262480370,2021-02-27,20,PP261519198296,377723894
49097827,255786226,2021-02-27,20,PP261519198667,377728595
49097580,258466416,2021-02-27,20,PP261519198378,377724959
49097469,257539152,2021-02-27,20,PP261519198276,377723649
49097473,257268582,2021-02-27,20,PP261519198308,377724045
49097436,256434262,2021-02-27,20,PP261519198220,377722881
49098892,266293046,2021-02-27,20,PP261519199869,377744099
49100795,259543290,2021-02-27,20,PP261519201046,377758944
49098943,262221648,2021-02-27,20,PP261519199921,377744745
49097193,262221444,2021-02-27,20,PP261519197985,377719866
49098401,266292816,2021-02-27,20,PP261519199303,377736787
49098974,262119530,2021-02-27,20,PP261519199958,377745210
49097806,254759656,2021-02-27,20,PP261519198616,377727946
49097656,250157038,2021-02-27,20,PP261519198464,377726015
49098923,253437530,2021-02-27,20,PP261519199905,377744559
49097726,262093458,2021-02-27,20,PP261519198549,377727075
49097633,263620844,2021-02-27,20,PP261519198439,377725693
49097819,266292608,2021-02-27,20,PP261519198658,377728491
49100225,259590938,2021-02-27,20,PP261519200674,377754255
49097921,248064946,2021-02-27,20,PP261519198795,377730299
49098163,245467848,2021-02-27,20,PP261519199055,377733680
49097979,256624024,2021-02-27,20,PP261519198880,377731391
49098572,266262114,2021-02-27,20,PP261519199476,377738943
49099966,262150212,2021-02-27,20,PP261519200517,377752271
49099838,266293496,2021-02-27,20,PP261519200462,377751590
49099622,252328974,2021-02-27,20,PP261519200333,377749973
49097519,256272550,2021-02-27,20,PP261519198332,377724357
49098603,258715338,2021-02-27,20,PP261519199504,377739313
49098355,246817520,2021-02-27,20,PP261519199255,377736204
49097936,260212576,2021-02-27,20,PP261519198821,377730634
49098172,258957172,2021-02-27,20,PP261519199067,377733825
49100569,249113674,2021-02-27,20,PP261519200877,377756843
49098460,266292846,2021-02-27,20,PP261519199362,377737554
49098145,266292720,2021-02-27,20,PP261519199032,377733389
49098040,248489854,2021-02-27,20,PP261519198943,377732217
49097549,266292496,2021-02-27,20,PP261519198353,377724653
49098514,255627580,2021-02-27,20,PP261519199418,377738245
49097491,255576918,2021-02-27,20,PP261519198307,377724034
49097339,264686362,2021-02-27,20,PP261519198157,377722068
49098815,266293004,2021-02-27,20,PP261519199760,377742624
49097540,266292490,2021-02-27,20,PP261519198345,377724538
49098269,254754814,2021-02-27,20,PP261519199200,377735536
49100576,256178480,2021-02-27,20,PP261519200885,377756949
49098030,241694910,2021-02-27,20,PP261519198913,377731836
49097816,266292606,2021-02-27,20,PP261519198655,377728457
49097505,256455784,2021-02-27,20,PP261519198320,377724200
49097318,257271910,2021-02-27,20,PP261519198133,377721764
49100095,242549704,2021-02-27,20,PP261519200592,377753222
49100050,266293576,2021-02-27,20,PP261519200552,377752716
49097176,266460110,2021-02-27,20,PP261519197960,377719558
49098298,258539776,2021-02-27,20,PP261519199206,377735598
49097524,243043114,2021-02-27,20,PP261519198335,377724393
49097595,253097822,2021-02-27,20,PP261519198405,377725308
49097459,255974212,2021-02-27,20,PP261519198277,377723661
49097977,250836472,2021-02-27,20,PP261519198859,377731138
49098370,249857014,2021-02-27,20,PP261519199247,377736098
49097799,266292592,2021-02-27,20,PP261519198629,377728114
49098789,260832146,2021-02-27,20,PP261519199715,377742030
49097406,257464816,2021-02-27,20,PP261519198223,377722923
49098009,257053920,2021-02-27,20,PP261519198895,377731607
49097844,261448602,2021-02-27,20,PP261519198655,377728464
49097267,266292378,2021-02-27,20,PP261519198077,377721023
49098602,256610150,2021-02-27,20,PP261519199503,377739300
49097348,266292408,2021-02-27,20,PP261519198171,377722235
49098832,250791536,2021-02-27,20,PP261519199781,377742890
49097748,262188718,2021-02-27,20,PP261519198575,377727398
49097475,246874304,2021-02-27,20,PP261519198287,377723782
49097876,257598284,2021-02-27,20,PP261519198750,377729684
49098513,266292866,2021-02-27,20,PP261519199417,377738238
49098168,251964606,2021-02-27,20,PP261519199062,377733767
49097757,266292576,2021-02-27,20,PP261519198581,377727475
49097271,250695022,2021-02-27,20,PP261519198086,377721135
49099691,266293346,2021-02-27,20,PP261519200380,377750583
49098289,246814922,2021-02-27,20,PP261519199197,377735493
49097571,254227440,2021-02-27,110,PP261519198371,377724865
49098314,241307480,2021-02-27,72,PP261519199212,377735676
49098747,241307480,2021-02-27,72,PP261519199656,377741271
49097551,255252876,2021-02-27,200,PP261519198328,377724302
49097555,250207992,2021-02-27,200,PP261519198355,377724669
49099109,266293174,2021-02-27,200,PP261519200051,377746467
49098838,259494524,2021-02-27,200,PP261519199789,377743009
49098706,255256096,2021-02-27,200,PP261519199633,377740987
49098099,245419280,2021-02-27,200,PP261519198979,377732670
49098493,266292858,2021-02-27,200,PP261519199395,377737952
49098574,256880318,2021-02-27,200,PP261519199478,377738981
49098085,266292698,2021-02-27,200,PP261519198964,377732476
49100363,257532588,2021-02-27,200,PP261519200758,377755291
49098869,255409772,2021-02-27,200,PP261519199838,377743675
49098443,244681054,2021-02-27,200,PP261519199347,377737367
49097846,255433324,2021-02-27,200,PP261519198686,377728851
49098143,255808178,2021-02-27,200,PP261519199037,377733444
49097628,241905736,2021-02-27,200,PP261519198434,377725631
49098641,255405642,2021-02-27,200,PP261519199546,377739876
49097248,266292360,2021-02-27,200,PP261519198051,377720702
49100291,254133580,2021-02-27,200,PP261519200712,377754703
49098256,266194734,2021-02-27,200,PP261519199174,377735181
49098606,266292904,2021-02-27,200,PP261519199507,377739343
49098232,266292744,2021-02-27,200,PP261519199141,377734753
49098793,266292990,2021-02-27,200,PP261519199733,377742287
49098137,262091182,2021-02-27,200,PP261519199028,377733312
49098576,258711394,2021-02-27,200,PP261519199481,377739014
49098346,250778274,2021-02-27,200,PP261519199245,377736071
49097451,254517824,2021-02-27,200,PP261519198270,377723569
49098044,266292682,2021-02-27,200,PP261519198929,377732030
49098365,266292800,2021-02-27,200,PP261519199268,377736355
49098317,266292776,2021-02-27,200,PP261519199209,377735634
49098198,262997520,2021-02-27,200,PP261519199100,377734244
49098895,256007498,2021-02-27,200,PP261519199874,377744159
49098029,254284752,2021-02-27,200,PP261519198888,377731511
49098015,266233396,2021-02-27,200,PP261519198897,377731622
49099044,258749124,2021-02-27,200,PP261519200017,377745988
49100671,240741642,2021-02-27,200,PP261519200945,377757704
49097516,263154324,2021-02-27,200,PP261519198325,377724267
49098899,241846894,2021-02-27,200,PP261519199894,377744418
49097464,262126482,2021-02-27,200,PP261519198277,377723650
49098854,266293028,2021-02-27,200,PP261519199816,377743392
49098225,257274984,2021-02-27,200,PP261519199113,377734406
49099037,262221708,2021-02-27,200,PP261519200014,377745946
49097747,266292574,2021-02-27,200,PP261519198573,377727380
49098357,247126260,2021-02-27,200,PP261519199259,377736250
49097488,256061320,2021-02-27,200,PP261519198298,377723922
49097468,262799290,2021-02-27,200,PP261519198278,377723666
49098874,248761692,2021-02-27,200,PP261519199844,377743745
49098693,266292944,2021-02-27,200,PP261519199623,377740853
49098745,266292972,2021-02-27,200,PP261519199675,377741495
49098382,257447982,2021-02-27,200,PP261519199285,377736551
49100281,266256638,2021-02-27,200,PP261519200702,377754579
49099133,245056872,2021-02-27,10,PP261519200065,377746650
49098678,266292938,2021-02-27,10,PP261519199604,377740618
49098624,250030242,2021-02-27,10,PP261519199527,377739628
49098604,255685378,2021-02-27,10,PP261519199504,377739309
49097644,254592418,2021-02-27,10,PP261519198456,377725911
49098202,254530996,2021-02-27,10,PP261519199104,377734294
49098048,253472632,2021-02-27,10,PP261519198932,377732069
49098297,256015458,2021-02-27,10,PP261519199206,377735596
49100340,247819772,2021-02-27,10,PP261519199947,377745081
49098245,250291404,2021-02-27,10,PP261519199161,377735005
49098361,245432548,2021-02-27,10,PP261519199262,377736298
49097546,256616938,2021-02-27,10,PP261519198352,377724638
49097437,254064946,2021-02-27,10,PP261519198254,377723354
49097685,260253438,2021-02-27,10,PP261519198462,377725997
49097353,254730146,2021-02-27,10,PP261519198175,377722286
49097873,243527242,2021-02-27,10,PP261519198727,377729378
49098593,254255732,2021-02-27,10,PP261519199494,377739175
49098713,255754870,2021-02-27,10,PP261519199640,377741081
49097995,254609784,2021-02-27,10,PP261519198878,377731375
49098170,255409822,2021-02-27,10,PP261519199063,377733777
49097912,254924404,2021-02-27,10,PP261519198787,377730187
49098879,255523488,2021-02-27,10,PP261519199846,377743778
49098582,256020704,2021-02-27,10,PP261519199485,377739072
49100081,255949882,2021-02-27,10,PP261519200584,377753129
49097728,252401254,2021-02-27,10,PP261519198553,377727128
49098761,255181430,2021-02-27,10,PP261519199698,377741783
49097514,240240936,2021-02-27,10,PP261519198296,377723898
49097367,255507052,2021-02-27,10,PP261519198187,377722437
49099660,240073386,2021-02-27,10,PP261519200352,377750211
49099005,253113938,2021-02-27,10,PP261519199985,377745569
49097867,266292626,2021-02-27,10,PP261519198693,377728939
49098470,266292850,2021-02-27,10,PP261519199370,377737644
49098634,266292918,2021-02-27,100,PP261519199536,377739748
49097927,251128446,2021-02-27,100,PP261519198803,377730407
49098516,266292868,2021-02-27,100,PP261519199419,377738261
49097800,266292594,2021-02-27,100,PP261519198633,377728166
49099115,266241170,2021-02-27,100,PP261519200051,377746462
49098242,257202996,2021-02-27,100,PP261519199157,377734954
49098024,262245362,2021-02-27,100,PP261519198911,377731806
49098540,249696590,2021-02-27,100,PP261519199438,377738501
49098415,266292824,2021-02-27,100,PP261519199321,377737029
49098669,266292934,2021-02-27,100,PP261519199573,377740242
49098338,256386460,2021-02-27,100,PP261519199225,377735827
49097446,266292452,2021-02-27,100,PP261519198260,377723426
49098442,256217586,2021-02-27,100,PP261519199362,377737552
49097840,262025676,2021-02-27,100,PP261519198697,377728988
49098839,258483702,2021-02-27,100,PP261519199787,377742985
49098664,266292932,2021-02-27,100,PP261519199580,377740323
49099122,266293186,2021-02-27,100,PP261519200058,377746555
49097523,266292478,2021-02-27,100,PP261519198334,377724380
49097405,266292434,2021-02-27,100,PP261519198231,377723040
49098391,266292808,2021-02-27,100,PP261519199291,377736643
49098307,266232322,2021-02-27,100,PP261519199215,377735707
49098261,255297830,2021-02-27,100,PP261519199173,377735161
49097603,244570000,2021-02-27,100,PP261519198410,377725368
49097588,256776798,2021-02-27,100,PP261519198394,377725171
49097712,255847792,2021-02-27,100,PP261519198534,377726892
49098659,266292928,2021-02-27,100,PP261519199574,377740257
49100653,256070034,2021-02-27,100,PP261519200934,377757556
49098475,255583876,2021-02-27,100,PP261519199380,377737771
49097276,266292386,2021-02-27,100,PP261519198091,377721201
49099051,251378336,2021-02-27,100,PP261519200022,377746066
49098552,256928200,2021-02-27,100,PP261519199453,377738671
49098180,240568574,2021-02-27,100,PP261519199072,377733899
49097478,256079422,2021-02-27,100,PP261519198289,377723805
49098147,256743414,2021-02-27,100,PP261519199041,377733503
49097891,243876644,2021-02-27,100,PP261519198750,377729685
49097388,254381224,2021-02-27,100,PP261519198229,377723011
49097493,246643826,2021-02-27,100,PP261519198306,377724028
49100326,262168390,2021-02-27,100,PP261519200734,377754988
49097883,255861942,2021-02-27,100,PP261519198740,377729549
49098924,266293068,2021-02-27,100,PP261519199904,377744542
49097940,262041474,2021-02-27,100,PP261519198825,377730676
49097438,255715784,2021-02-27,100,PP261519198254,377723345
49098459,248808946,2021-02-27,100,PP261519199362,377737551
49098620,257534788,2021-02-27,100,PP261519199523,377739569
49098434,255831232,2021-02-27,100,PP261519199338,377737263
49098190,255807156,2021-02-27,100,PP261519199090,377734120
49097512,257451170,2021-02-27,100,PP261519198325,377724272
49097913,242591524,2021-02-27,100,PP261519198785,377730159
49099791,253962636,2021-02-27,100,PP261519200421,377751101
49099186,257556872,2021-02-27,100,PP261519200106,377747113
49097874,266292628,2021-02-27,100,PP261519198729,377729403
49098447,257202012,2021-02-27,100,PP261519199352,377737431
49098367,261654984,2021-02-27,100,PP261519199245,377736081
49097385,266292426,2021-02-27,100,PP261519198206,377722692
49099153,254491284,2021-02-27,100,PP261519200085,377746887
49098320,256082162,2021-02-27,100,PP261519199213,377735692
49097441,246676406,2021-02-27,100,PP261519198257,377723385
49098409,241800006,2021-02-27,100,PP261519199312,377736911
49098027,254071760,2021-02-27,100,PP261519198914,377731850
49099036,266293130,2021-02-27,100,PP261519200011,377745910
49097509,243518342,2021-02-27,100,PP261519198324,377724258
49098389,257417400,2021-02-27,100,PP261519199265,377736332
49097209,257305670,2021-02-27,100,PP261519198003,377720103
49098575,250474494,2021-02-27,100,PP261519199480,377739001
49097888,266292638,2021-02-27,100,PP261519198743,377729584
49098702,266292948,2021-02-27,100,PP261519199624,377740871
49098034,253420716,2021-02-27,100,PP261519198935,377732107
49097958,249182834,2021-02-27,100,PP261519198839,377730874
49098596,263673600,2021-02-27,100,PP261519199476,377738955
49097420,251822890,2021-02-27,100,PP261519198242,377723192
49097518,260762288,2021-02-27,100,PP261519198332,377724349
49098686,254665086,2021-02-27,100,PP261519199615,377740753
49099554,262241366,2021-02-27,100,PP261519200304,377749578
49097368,262189272,2021-02-27,100,PP261519198189,377722456
49097845,260772248,2021-02-27,100,PP261519198684,377728828
49097738,266292568,2021-02-27,100,PP261519198566,377727288
49097454,266292454,2021-02-27,100,PP261519198272,377723591
49097832,252036584,2021-02-27,100,PP261519198674,377728689
49097538,266262036,2021-02-27,100,PP261519198364,377724785
49097716,256611394,2021-02-27,100,PP261519198539,377726951
49100623,256616438,2021-02-27,100,PP261519200913,377757305
49099027,243731606,2021-02-27,100,PP261519199999,377745760
49097489,254048150,2021-02-27,100,PP261519198301,377723968
49100266,241008104,2021-02-27,100,PP261519200696,377754518
49098759,255977624,2021-02-27,100,PP261519199673,377741465
49097998,266292666,2021-02-27,100,PP261519198881,377731415
49097502,247253084,2021-02-27,100,PP261519198320,377724194
49098688,266292940,2021-02-27,100,PP261519199615,377740759
49098928,256261868,2021-02-27,100,PP261519199908,377744610
49097396,253281186,2021-02-27,100,PP261519198217,377722846
49099168,257137232,2021-02-27,100,PP261519200092,377746968
49098787,253123032,2021-02-27,100,PP261519199721,377742120
49097623,256776798,2021-02-27,100,PP261519198430,377725588
49097983,266292662,2021-02-27,100,PP261519198854,377731070
49097617,241765530,2021-02-27,100,PP261519198428,377725550
49098241,240154878,2021-02-27,1000,PP261519199153,377734902
49097213,254597314,2021-02-27,1000,PP261519197984,377719855
49097653,252614850,2021-02-27,2000,PP261519198462,377725989
49098437,250057464,2021-02-27,2000,PP261519198745,377729611
49098765,255013074,2021-02-27,4000,PP261519199701,377741846
49114945,254966998,2021-02-28,90,PP261519201826,378030106
49124256,242052112,2021-02-28,52,PP261519206497,378090512
49114814,253814588,2021-02-28,14,PP261519201722,378028741
49114780,260883980,2021-02-28,14,PP261519201704,378028499
49128465,266298924,2021-02-28,14,PP261519209814,378133203
49100934,266293896,2021-02-28,14,PP261519201152,377760308
49115600,266294510,2021-02-28,14,PP261519202429,378037818
49115422,254945476,2021-02-28,14,PP261519202224,378035159
49113897,266294122,2021-02-28,14,PP261519201656,377990225
49115469,266294444,2021-02-28,14,PP261519202280,378035892
49122672,256188040,2021-02-28,14,PP261519205704,378080382
49110132,261691138,2021-02-28,14,PP261519201600,377921418
49128051,266241770,2021-02-28,14,PP261519209420,378128127
49114760,257626850,2021-02-28,14,PP261519201692,378028337
49116690,257255752,2021-02-28,14,PP261519202652,378040728
49115134,262147938,2021-02-28,14,PP261519201942,378031594
49115577,255975646,2021-02-28,14,PP261519202413,378037612
49126323,249046502,2021-02-28,14,PP261519208065,378110641
49126682,266298228,2021-02-28,14,PP261519208360,378114438
49119636,266295876,2021-02-28,14,PP261519203668,378053846
49101236,256221628,2021-02-28,14,PP261519201448,377764035
49101235,256974574,2021-02-28,14,PP261519201448,377764038
49115106,250294064,2021-02-28,14,PP261519201928,378031411
49100974,257399534,2021-02-28,14,PP261519201186,377760736
49120828,257013234,2021-02-28,14,PP261519204342,378062626
49116666,264546742,2021-02-28,14,PP261519202644,378040629
49114969,266294230,2021-02-28,14,PP261519201844,378030334
49129606,266299444,2021-02-28,14,PP261519210761,378145360
49115429,246264854,2021-02-28,14,PP261519202228,378035214
49119240,266295722,2021-02-28,14,PP261519203509,378051796
49114901,266294202,2021-02-28,14,PP261519201797,378029705
49101330,266294016,2021-02-28,14,PP261519201532,377764925
49101129,263767836,2021-02-28,14,PP261519201336,377762680
49119654,256383736,2021-02-28,14,PP261519203674,378053934
49120770,256676678,2021-02-28,14,PP261519204288,378061928
49103636,255983308,2021-02-28,14,PP261519201555,377807202
49114953,257360360,2021-02-28,14,PP261519201823,378030062
49121530,259457986,2021-02-28,14,PP261519204992,378071095
49115397,245400206,2021-02-28,14,PP261519202200,378034847
49120596,257426924,2021-02-28,14,PP261519204160,378060240
49129150,266299230,2021-02-28,14,PP261519210344,378140004
49101286,262188124,2021-02-28,14,PP261519201493,377764559
49107466,256353510,2021-02-28,14,PP261519201578,377873191
49122046,266265934,2021-02-28,14,PP261519205394,378076356
49114954,253049216,2021-02-28,14,PP261519201832,378030171
49127807,256004760,2021-02-28,14,PP261519209222,378125535
49129095,262226290,2021-02-28,14,PP261519210301,378139442
49122965,260195812,2021-02-28,14,PP261519205832,378082015
49101134,256153374,2021-02-28,14,PP261519201338,377762695
49114904,266294206,2021-02-28,14,PP261519201797,378029704
49115516,258178368,2021-02-28,14,PP261519202344,378036705
49100919,257249992,2021-02-28,14,PP261519201142,377760181
49101080,257241420,2021-02-28,14,PP261519201290,377762083
49118600,245794504,2021-02-28,14,PP261519203240,378048407
49119375,266295758,2021-02-28,14,PP261519203566,378052525
49120204,259025864,2021-02-28,14,PP261519203952,378057537
49101011,262248416,2021-02-28,14,PP261519201221,377761186
49119506,262173668,2021-02-28,14,PP261519203614,378053143
49121261,255946696,2021-02-28,14,PP261519204726,378067647
49115188,256690368,2021-02-28,14,PP261519201983,378032102
49120871,266296320,2021-02-28,14,PP261519204372,378063014
49110498,243077340,2021-02-28,14,PP261519201602,377926481
